,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,model,power_per_liter,km_per_year
3113,2019,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,113.0,5,4200.0,Toyota,Glanza,6.83375104427736e-05,1666.6666666666667
3114,2009,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,90.3,5,4200.0,Chevrolet,Spark,6.331658291457285e-05,6875.0
3115,2009,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,1421.96425,5,3000.0,Maruti,SX4,6.600252206809585e-05,6875.0
3116,2007,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,140.0,5,3000.0,Tata,Indigo,5.0143266475644696e-05,5000.0
3117,2015,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151.0,5,4850.0,Hyundai,Creta,7.624135763670648e-05,9000.0
3118,2018,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,7142.857142857143
3119,2014,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,142.5,5,1750.0,Chevrolet,Beat,6.014957264957264e-05,4545.454545454545
3120,2012,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,3000.0,Tata,Indica,5.929487179487179e-05,9230.76923076923
3121,2017,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,5000.0
3122,2002,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,2695.6521739130435
3123,2018,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5,4850.0,Hyundai,Verna,7.624135763670648e-05,1428.5714285714287
3124,2014,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5,1750.0,Honda,City,6.58210947930574e-05,14545.454545454546
3125,2010,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,111.79581,5,3000.0,Hyundai,i20,6.683375104427736e-05,4000.0
3126,2005,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,3000.0
3127,2014,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,260.0,7,2200.0,Mahindra,Xylo,4.483586869495596e-05,7090.909090909091
3128,2019,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5,4500.0,Hyundai,Santro,6.261510128913445e-05,5000.0
3129,2018,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,2857.1428571428573
3130,2013,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5833.333333333333
3131,2015,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,7000.0
3132,2013,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,320.0,7,2700.0,Tata,Aria,6.285844333181611e-05,6666.666666666667
3133,2006,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,277.528195,8,3000.0,Mahindra,Scorpio,4.469145266385588e-05,4736.8421052631575
3134,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,180.0,5,2000.0,Volkswagen,Polo,6.163469557964972e-05,5333.333333333333
3135,2013,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,12166.666666666666
3136,2013,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,3933.3333333333335
3137,2018,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360.0,7,2800.0,Mahindra,XUV500,7.015603487838457e-05,8571.42857142857
3138,2007,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,102.0,5,2600.0,Tata,Indica,5.473595976529757e-05,5555.555555555556
3139,2010,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,186.32635,10,3000.0,Chevrolet,Tavera,3.201280512204882e-05,6666.666666666667
3140,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,250.0,7,2000.0,Tata,Sumo,2.834912043301759e-05,9230.76923076923
3141,2010,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,170.0,5,4200.0,Toyota,Corolla,7.357859531772576e-05,5333.333333333333
3142,2016,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,4250.0,Renault,KWID,6.706706706706707e-05,3777.777777777778
3143,2017,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,200.0,5,1750.0,Renault,Duster,5.735797399041752e-05,6250.0
3144,2010,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70.0,135.4,5,2500.0,Tata,Indigo,4.98220640569395e-05,6666.666666666667
3145,2008,52000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,146.11908499999998,5,3000.0,Hyundai,Verna,6.454033771106941e-05,3058.823529411765
3146,2013,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,9166.666666666666
3147,2015,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,7000.0
3148,2019,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,380.0,7,2800.0,Isuzu,MUX,5.8209403134378125e-05,1666.6666666666667
3149,2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,5000.0
3150,2018,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120.0,5,4250.0,Ford,Aspire,7.950586264656618e-05,2142.8571428571427
3151,2019,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145.0,5,4600.0,Honda,City,7.855711422845691e-05,833.3333333333334
3152,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,5714.285714285715
3153,2019,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,250.0,5,3600.0,MG,Hector,9.717436250861475e-05,2750.0
3154,2014,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,10000.0
3155,2011,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5142.857142857143
3156,2015,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,Maruti,Baleno,5.929487179487179e-05,6000.0
3157,1999,100000,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,122.583125,5,3000.0,Mitsubishi,Lancer,3.4034034034034034e-05,3846.153846153846
3158,2009,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,7500.0
3159,2015,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,204.0,5,2750.0,Ford,Fiesta,5.991321762349799e-05,8000.0
3160,2017,30000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113.0,5,4200.0,Maruti,Ignis,6.83375104427736e-05,3750.0
3161,2008,219000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,12882.35294117647
3162,2017,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,10000.0
3163,2016,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,1750.0,Maruti,Ciaz,7.091346153846153e-05,8888.888888888889
3164,2016,35000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,115.0,5,4000.0,Maruti,Swift,6.945697577276525e-05,3888.8888888888887
3165,2013,167000,Diesel,Individual,Manual,First Owner,22.3,1248,88.8,200.0,5,3000.0,Tata,Indica,7.115384615384616e-05,13916.666666666666
3166,2016,94000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,10444.444444444445
3167,2012,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5,3000.0,Hyundai,Santro,5.718232044198895e-05,6153.846153846154
3168,1998,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,3703.703703703704
3169,2005,90000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,104.93115499999999,5,3000.0,Ford,Ikon,5.388760585065435e-05,4500.0
3170,2012,246000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200.0,7,3400.0,Toyota,Innova,4.0096230954290296e-05,18923.076923076922
3171,2019,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,4000.0,Maruti,Baleno,6.94235588972431e-05,1666.6666666666667
3172,2019,5200,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,114.0,5,3500.0,Tata,Tigor,6.989991659716431e-05,866.6666666666666
3173,2006,120000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,6315.789473684211
3174,2013,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,7500.0
3175,2016,50000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,145.0,5,4600.0,Honda,City,7.83567134268537e-05,5555.555555555556
3176,2017,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,625.0
3177,2018,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6,3600.0,Mahindra,KUV,6.844741235392321e-05,1500.0
3178,2018,26000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,245.0,5,1750.0,Renault,Duster,7.42299794661191e-05,3714.285714285714
3179,2006,40000,Petrol,Individual,Manual,First Owner,11.7,1796,178.0,240.262925,5,3000.0,Mercedes-Benz,New,9.910913140311804e-05,2105.2631578947367
3180,2010,60000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,173.0,5,4000.0,Toyota,Corolla,7.675194660734149e-05,4000.0
3181,2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,140.0,5,4400.0,Ford,EcoSport,7.364909939959974e-05,2500.0
3182,2011,15000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5,4000.0,Maruti,Swift,6.610169491525424e-05,1071.4285714285713
3183,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,8461.538461538461
3184,2010,100000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,6666.666666666667
3185,2007,120000,Petrol,Individual,Manual,First Owner,17.8,1086,63.0,96.10517,5,3000.0,Hyundai,Santro,5.80110497237569e-05,6666.666666666667
3186,2010,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781,163.2,224.57228499999997,5,3000.0,Audi,A4,9.163391353172375e-05,3666.6666666666665
3187,2007,120000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,1421.96425,5,3000.0,Maruti,SX4,6.600252206809585e-05,6666.666666666667
3188,2007,35000,Petrol,Individual,Manual,First Owner,18.2,1061,64.0,84.0,5,3500.0,Maruti,Zen,6.0320452403393026e-05,1944.4444444444443
3189,2018,13000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,1857.142857142857
3190,2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5000.0
3191,2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,Hyundai,i10,6.591478696741855e-05,3076.923076923077
3192,2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,Hyundai,i20,6.83876357560568e-05,2777.777777777778
3193,2019,5000,Petrol,Individual,Manual,First Owner,23.87,1197,88.5,113.0,5,4400.0,Toyota,Glanza,7.393483709273183e-05,833.3333333333334
3194,2013,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,4166.666666666667
3195,2014,80000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,7272.727272727273
3196,2012,225000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200.0,8,3400.0,Toyota,Innova,4.0096230954290296e-05,17307.69230769231
3197,2015,70000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,248.0,5,2250.0,Nissan,Terrano,7.426420260095825e-05,7000.0
3198,2015,100000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,1500.0,Mahindra,Bolero,2.497027348394768e-05,10000.0
3199,2006,90000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,187.0,5,2500.0,Hyundai,Accent,5.492297387809779e-05,4736.8421052631575
3200,2010,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,190.0,9,3000.0,Tata,Sumo,4.620123203285421e-05,15000.0
3201,2016,90000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,450.0,7,2400.0,Toyota,Fortuner,6.333938294010889e-05,10000.0
3202,2019,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,1083.3333333333333
3203,2010,80000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,103.0,8,4500.0,Maruti,Gypsy,6.163328197226502e-05,5333.333333333333
3204,2008,100000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,290.0,7,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,5882.35294117647
3205,2015,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,170.0,5,2400.0,Toyota,Etios,4.915689149560117e-05,12000.0
3206,2012,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,9230.76923076923
3207,2006,150000,Diesel,Individual,Manual,Third Owner,18.7,1896,66.0,210.0,5,1900.0,Skoda,Octavia,3.481012658227848e-05,7894.736842105263
3208,2005,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405,70.0,132.389775,5,3000.0,Tata,Indigo,4.98220640569395e-05,6000.0
3209,2015,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143,203.2,500.0,5,1800.0,Mercedes-Benz,M-Class,9.482034531031264e-05,10000.0
3210,2018,63000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,250.0,7,2000.0,Tata,Sumo,2.8359269282814614e-05,9000.0
3211,2016,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,300.0,5,3000.0,Mercedes-Benz,GLA,6.346243583761083e-05,4444.444444444444
3212,2015,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5,2750.0,Ford,Ecosport,5.997329773030708e-05,10900.0
3213,2015,114000,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94,190.0,5,2000.0,Maruti,Swift,5.924679487179487e-05,11400.0
3214,2014,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120,70.0,160.0,5,2750.0,Hyundai,Grand,6.25e-05,14545.454545454546
3215,2013,101000,Diesel,Dealer,Manual,First Owner,21.9,1396,88.76,219.6,5,2750.0,Hyundai,i20,6.358166189111748e-05,8416.666666666666
3216,2016,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995,183.0,400.0,5,2750.0,Hyundai,Tucson,9.172932330827067e-05,5000.0
3217,2018,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0,91.0,5,4250.0,Renault,KWID,6.706706706706707e-05,4428.571428571428
3218,2016,55000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,113.0,5,4200.0,Maruti,Wagon,6.83375104427736e-05,6111.111111111111
3219,2014,117000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,10636.363636363636
3220,2012,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968,175.0,350.0,5,3500.0,Volkswagen,Passat,8.892276422764228e-05,8307.692307692309
3221,2015,75000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,113.0,5,4200.0,Maruti,Wagon,6.83375104427736e-05,7500.0
3222,2011,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148,170.0,400.0,5,2800.0,Mercedes-Benz,E-Class,7.914338919925512e-05,5285.714285714285
3223,2013,158000,Diesel,Dealer,Manual,First Owner,24.4,1499,98.96,215.0,5,2500.0,Ford,Figo,6.601734489659773e-05,13166.666666666666
3224,2017,53000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,320.0,7,3000.0,Tata,Hexa,6.789352914180816e-05,6625.0
3225,2017,20000,Diesel,Individual,Manual,Second Owner,16.3,1956,170.0,350.0,5,2500.0,Jeep,Compass,8.691206543967279e-05,2500.0
3226,2020,5000,Petrol,Individual,Manual,First Owner,18.24,999,108.6,175.0,5,4000.0,Volkswagen,Polo,0.0001087087087087087,1000.0
3227,2010,64000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,4266.666666666667
3228,2016,10500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5,4000.0,Ford,Figo,7.25752508361204e-05,1166.6666666666667
3229,2011,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,3571.4285714285716
3230,2012,60000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250.0,5,2500.0,Skoda,Rapid,6.476846057571965e-05,4615.384615384615
3231,2015,35000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,250.0,5,2500.0,Skoda,Rapid,6.910547396528704e-05,3500.0
3232,2012,135000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7,2700.0,Tata,Safari,6.334557136301056e-05,10384.615384615385
3233,2011,70000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,5000.0
3234,2017,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,625.0
3235,2008,80000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1,5,3000.0,Hyundai,Santro,5.718232044198895e-05,4705.882352941177
3236,2011,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,8,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,8571.42857142857
3237,2011,167000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Toyota,Etios,6.559294871794872e-05,11928.57142857143
3238,2014,10000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,909.0909090909091
3239,2015,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,3500.0
3240,2007,50000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,102.0,5,2600.0,Tata,Indica,5.473595976529757e-05,2777.777777777778
3241,2006,80000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,4210.526315789473
3242,2006,60898,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,3205.157894736842
3243,2018,29700,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,1750.0,Maruti,S-Cross,7.091346153846153e-05,4242.857142857143
3244,2018,20000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,132.3,5,4000.0,Hyundai,i20,7.209795321637427e-05,2857.1428571428573
3245,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,2857.1428571428573
3246,2017,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,Maruti,Ertiga,7.091346153846153e-05,5000.0
3247,2013,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,7500.0
3248,2015,90000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7,4000.0,Maruti,Ertiga,6.824471959213401e-05,9000.0
3249,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,8000.0
3250,2012,60000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,4615.384615384615
3251,2014,50000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,200.0,8,2200.0,Mahindra,Scorpio,2.972651605231867e-05,4545.454545454545
3252,2006,74000,Diesel,Individual,Manual,First Owner,13.7,1948,68.0,1127.7647499999998,7,2500.0,Tata,Sumo,3.490759753593429e-05,3894.7368421052633
3253,2014,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,11181.818181818182
3254,2007,60000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,3333.3333333333335
3255,2013,50000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,100.0,5,2700.0,Tata,Indigo,5.37300922045264e-05,4166.666666666667
3256,2014,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,7272.727272727273
3257,2019,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104.0,5,4000.0,Datsun,GO,5.596828046744574e-05,1666.6666666666667
3258,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99.0,5,4500.0,Hyundai,Santro,6.261510128913445e-05,1428.5714285714287
3259,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,5714.285714285715
3260,2017,120000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,Mahindra,Bolero,4.688546550569324e-05,15000.0
3261,2013,45000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,3750.0
3262,2018,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,Maruti,Swift,5.931089743589743e-05,5000.0
3263,2011,80000,Petrol,Individual,Manual,Third Owner,15.5,1586,103.3,145.0,5,4100.0,Maruti,SX4,6.513240857503153e-05,5714.285714285715
3264,2017,37000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,4625.0
3265,2018,22000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,4000.0,Maruti,Baleno,6.94235588972431e-05,3142.8571428571427
3266,2018,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,8571.42857142857
3267,2017,27000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130.0,5,4000.0,Maruti,Ciaz,6.63510560815732e-05,3375.0
